event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
UFC Fight Night,julian erosa,steven peterson,Red,Featherweight,0,Men,Decision - Split,3,3,300,Mark Smith,0,155,291,0.53,163,300,0.54,3,5,0.6,0,0,112,29,12,34,185.42,65.77,187.96,Southpaw,6.14,6.29,0.48,0.46,0.47,0.58,0.8,1.63,0,148,247,0.59,174,276,0.63,0,2,0,2,0,44,19,11,33,177.8,65.77,177.8,Orthodox,4.76,5.94,0.4,0.26,0.53,0.64,0.7,1.42,0,7,44,-0.06,-11,24,-0.09,3,3,0.6,-2,0,68,10,1,1,7.619999999999976,0,10.159999999999997,1.38,0.3499999999999996,0.08,0.2,-0.06,-0.06,0.1,0.2099999999999999
UFC 280,petr yan,sean o'malley,Blue,Bantamweight,0,Men,Decision - Split,3,3,300,Jason Herzog,0,58,96,0.6,97,139,0.7,6,13,0.46,0,0,344,17,5,31,170.18,61.23,170.18,Switch,5.14,4.36,0.53,0.51,0.58,0.85,0.1,1.73,0,84,163,0.51,91,171,0.53,0,1,0,0,0,2,18,1,29,180.34,61.23,182.88,Switch,7.63,3.52,0.61,0.42,0.62,0.62,0.3,0.35,0,-26,-67,0.09,6,-32,0.1699999999999999,6,12,0.46,0,0,342,-1,4,2,-10.16,0,-12.7,-2.49,0.8400000000000003,-0.08,0.09,-0.04,0.2299999999999999,-0.2,1.38
UFC Fight Night,jai herbert,ilia topuria,Blue,Lightweight,0,Men,KO/TKO,2,3,67,Marc Goddard,1,22,63,0.34,50,94,0.53,0,0,0,0,0,7,12,5,35,185.42,70.31,195.58,Orthodox,2.69,3.15,0.41,0.1,0.45,0.57,0,0.2,1,20,41,0.48,31,55,0.56,1,4,0.25,0,0,161,15,0,27,170.18,65.77,175.26,Orthodox,4.4,3.35,0.46,0.56,0.65,0.92,1.3,1.92,0,2,22,-0.14,19,39,-0.03,-1,-4,-0.25,0,0,-154,-3,5,8,15.23999999999998,4.540000000000006,20.32000000000002,-1.71,-0.2,-0.05,-0.46,-0.2,-0.35,-1.3,-1.72
UFC Fight Night,drew dober,terrance mckinney,Red,Lightweight,0,Men,KO/TKO,1,3,197,Keith Peterson,1,17,37,0.45,31,52,0.6,0,1,0,0,0,24,27,13,35,172.72,70.31,177.8,Southpaw,4.34,4.23,0.4,0.18,0.51,0.56,0.1,0.71,1,36,61,0.59,43,74,0.58,2,3,0.66,0,0,93,15,6,29,177.8,70.31,185.42,Switch,4.46,2.51,0.52,0.36,0.44,0.85,1,3.52,0,-19,-24,-0.14,-12,-22,0.02,-2,-2,-0.66,0,0,-69,12,7,6,-5.08,0,-7.62,-0.12,1.7200000000000006,-0.12,-0.18,0.07,-0.29,-0.9,-2.81
UFC 271,derrick lewis,tai tuivasa,Blue,Heavyweight,0,Men,KO/TKO,2,3,100,Dan Miragliotta,0,27,43,0.62,31,47,0.66,2,4,0.5,0,0,108,27,12,39,190.5,117.93,200.66,Orthodox,2.43,2.48,0.5,0.26,0.4,0.53,0,0.53,1,24,36,0.66,35,47,0.74,0,0,0,0,0,126,15,7,31,187.96,119.75,190.5,Southpaw,3.96,5.05,0.49,0,0.43,0.57,0,0,-1,3,7,-0.04,-4,0,-0.08,2,4,0.5,0,0,-18,12,5,8,2.539999999999992,-1.82,10.159999999999997,-1.53,-2.57,0.01,0.26,-0.03,-0.04,0,0.53
UFC 271,douglas silva de andrade,sergey morozov,Red,Bantamweight,0,Men,Submission,2,3,204,Kerry Hatley,3,37,64,0.57,57,86,0.66,0,1,0,2,0,55,29,5,38,170.18,61.23,172.72,Orthodox,3.66,3.99,0.38,0.46,0.58,0.7,0.2,0.61,1,32,65,0.49,62,99,0.63,1,5,0.2,0,0,150,19,5,34,167.64,61.23,170.18,Orthodox,3.01,2.97,0.43,0.31,0.61,0.68,0,3.63,2,5,-1,0.08,-5,-13,0.03,-1,-4,-0.2,2,0,-95,10,0,4,2.5400000000000205,0,2.539999999999992,0.6500000000000004,1.02,-0.05,0.15,-0.03,0.02,0.2,-3.02
UFC 274,michael chandler,tony ferguson,Red,Lightweight,0,Men,KO/TKO,2,3,17,Jason Herzog,1,27,53,0.5,43,73,0.59,1,1,1,0,0,149,23,8,37,172.72,70.31,180.34,Orthodox,4.89,4.58,0.46,0.38,0.46,0.71,0.9,2.17,0,20,50,0.4,27,58,0.47,0,0,0,0,0,0,26,10,40,180.34,70.31,193.04,Orthodox,4.94,4.41,0.45,0.35,0.55,0.67,0.9,0.39,1,7,3,0.1,16,15,0.12,1,1,1,0,0,149,-3,-2,-3,-7.62,0,-12.7,-0.05,0.1699999999999999,0.01,0.03,-0.09,0.04,0,1.7799999999999998
UFC 271,jared cannonier,derek brunson,Red,Middleweight,0,Men,KO/TKO,2,3,269,Kerry Hatley,0,55,89,0.61,61,96,0.64,1,1,1,0,0,5,17,6,40,180.34,83.91,195.58,Switch,4.68,4.13,0.52,0.42,0.59,0.63,0,0.44,1,43,97,0.44,48,103,0.47,3,13,0.23,1,0,158,23,9,40,185.42,83.91,195.58,Southpaw,3.51,3.05,0.47,0.33,0.51,0.85,0.6,3.14,-1,12,-8,0.1699999999999999,13,-7,0.17,-2,-12,0.77,-1,0,-153,-6,-3,0,-5.08,0,0,1.17,1.08,0.05,0.09,0.08,-0.22,-0.6,-2.7
UFC 278,paulo costa,luke rockhold,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Mike Beltran,0,73,103,0.7,106,137,0.77,2,2,1,0,0,328,14,3,32,185.42,83.91,182.88,Orthodox,6.2,6.38,0.58,0.75,0.47,0.8,0,0.45,0,51,70,0.72,57,78,0.73,1,4,0.25,0,1,47,16,6,39,190.5,83.91,195.58,Southpaw,4.1,2.68,0.49,0.29,0.53,0.65,1,0.7,0,22,33,-0.02,49,59,0.04,1,-2,0.75,0,-1,281,-2,-3,-7,-5.08,0,-12.7,2.1000000000000005,3.7,0.09,0.46,-0.06,0.15,-1,-0.25
UFC Fight Night,stephen thompson,kevin holland,Red,Welterweight,0,Men,KO/TKO,4,5,300,Dan Miragliotta,0,163,260,0.62,178,278,0.64,0,0,0,0,0,47,17,7,41,182.88,77.11,190.5,Orthodox,4.11,3.03,0.46,0.41,0.54,0.65,0,0.26,0,119,210,0.56,123,214,0.57,2,6,0.33,0,0,81,25,11,31,190.5,77.11,205.74,Orthodox,4.24,3.19,0.49,0.38,0.5,0.54,0.6,0.85,0,44,50,0.06,55,64,0.07,-2,-6,-0.33,0,0,-34,-8,-4,10,-7.62,0,-15.24,-0.13,-0.16,-0.03,0.03,0.04,0.1099999999999999,-0.6,-0.59
UFC 270,raoni barcelos,victor henry,Blue,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Jason Herzog,0,134,277,0.48,134,277,0.48,1,7,0.14,0,0,15,18,5,36,170.18,61.23,170.18,Orthodox,5.22,4.79,0.51,0.32,0.61,0.85,0.6,1.86,0,181,352,0.51,222,397,0.56,0,1,0,0,0,97,23,6,36,170.18,61.23,172.72,Switch,8.26,5.95,0.54,0,0.47,0.78,0.6,0,0,-47,-75,-0.03,-88,-120,-0.08,1,6,0.14,0,0,-82,-5,-1,0,0,0,-2.54,-3.04,-1.16,-0.03,0.32,0.14,0.07,0,1.86
UFC Fight Night,marlon vera,dominick cruz,Red,Bantamweight,0,Men,KO/TKO,4,5,137,Herb Dean,3,61,156,0.39,63,160,0.39,0,0,0,0,0,10,23,9,31,172.72,61.23,177.8,Switch,4.31,5.48,0.49,0.39,0.5,0.7,0.9,0.53,0,92,249,0.36,100,259,0.39,2,7,0.28,0,0,65,24,4,39,172.72,61.23,172.72,Orthodox,3.91,2.61,0.33,0.42,0.7,0.83,0.1,2.82,3,-31,-93,0.03,-37,-99,0,-2,-7,-0.28,0,0,-55,-1,5,-8,0,0,5.0800000000000125,0.3999999999999994,2.870000000000001,0.1599999999999999,-0.03,-0.2,-0.13,0.8,-2.29
UFC 276,robbie lawler,bryan barberena,Blue,Welterweight,0,Men,KO/TKO,2,3,287,Mark Smith,0,81,141,0.57,81,141,0.57,0,0,0,0,0,0,30,16,42,180.34,77.11,187.96,Southpaw,3.85,4.67,0.47,0.64,0.59,0.65,0,0.65,0,147,316,0.46,148,317,0.47,0,0,0,0,0,0,18,12,34,182.88,83.91,182.88,Southpaw,5.35,4.59,0.48,0.22,0.44,0.5,0.3,0.13,0,-66,-175,0.1099999999999999,-67,-176,0.1,0,0,0,0,0,0,12,4,8,-2.54,-6.8,5.0800000000000125,-1.5,0.08,-0.01,0.42,0.1499999999999999,0.15,-0.3,0.52
UFC 270,francis ngannou,ciryl gane,Red,UFC Heavyweight Title,1,Men,Decision - Unanimous,5,5,300,Herb Dean,0,43,104,0.41,71,139,0.51,4,5,0.8,0,1,509,17,3,37,193.04,113.4,210.82,Orthodox,2.33,2.16,0.41,0.62,0.41,0.71,0.3,0.76,0,63,91,0.69,79,107,0.74,1,3,0.33,3,0,171,12,2,33,193.04,111.13,205.74,Orthodox,5.49,2.19,0.6,0.21,0.63,0.5,0.5,0.58,0,-20,13,-0.28,-8,32,-0.23,3,2,0.47,-3,1,338,5,1,4,0,2.2700000000000102,5.079999999999984,-3.16,-0.03,-0.19,0.41,-0.22,0.2099999999999999,-0.2,0.18
UFC 280,charles oliveira,islam makhachev,Blue,UFC Lightweight Title,1,Men,Submission,2,5,196,Jason Herzog,0,19,39,0.48,25,46,0.54,0,1,0,0,0,42,34,9,34,177.8,70.31,187.96,Orthodox,3.54,3.19,0.53,0.4,0.51,0.55,2.7,2.32,1,30,41,0.73,72,86,0.84,2,3,0.66,1,0,305,25,1,32,177.8,70.31,177.8,Southpaw,2.46,1.27,0.6,0.6,0.61,0.9,1,3.17,-1,-11,-2,-0.25,-47,-40,-0.3,-2,-2,-0.66,-1,0,-263,9,8,2,0,0,10.159999999999997,1.08,1.92,-0.07,-0.2,-0.1,-0.35,1.7000000000000002,-0.85
UFC 272,colby covington,jorge masvidal,Red,Welterweight,0,Men,Decision - Unanimous,5,5,300,Herb Dean,0,94,201,0.46,218,338,0.64,6,15,0.4,1,1,974,17,4,36,180.34,77.11,182.88,Orthodox,3.88,2.98,0.38,0.44,0.55,0.67,0.2,3.79,0,67,140,0.47,90,166,0.54,0,0,0,0,0,21,35,17,39,180.34,77.11,187.96,Orthodox,4.05,3.05,0.47,0.59,0.64,0.72,0.3,1.38,0,27,61,-0.01,128,172,0.1,6,15,0.4,1,1,953,-18,-13,-3,0,0,-5.08,-0.17,-0.07,-0.09,-0.15,-0.09,-0.05,-0.1,2.41
UFC Fight Night,brandon royval,rogerio bontorin,Red,Flyweight,0,Men,Decision - Split,3,3,300,Mark Smith,0,40,132,0.3,81,174,0.47,0,0,0,3,1,103,16,7,31,175.26,56.7,172.72,Southpaw,4.33,3.42,0.36,0.6,0.46,0.4,1.1,0.47,0,28,58,0.48,39,71,0.55,8,9,0.88,0,0,461,16,4,31,165.1,56.7,170.18,Orthodox,2.63,3.27,0.52,0.6,0.5,0.51,1,2.9,0,12,74,-0.18,42,103,-0.08,-8,-9,-0.88,3,1,-358,0,3,0,10.159999999999997,0,2.539999999999992,1.7000000000000002,0.1499999999999999,-0.16,0,-0.04,-0.11,0.1,-2.43
UFC Fight Night,dakota bush,viacheslav borshchev,Blue,Lightweight,0,Men,KO/TKO,1,3,227,Herb Dean,0,11,30,0.36,11,30,0.37,2,3,0.66,0,0,90,8,4,29,177.8,70.31,185.42,Orthodox,2.77,4.42,0.38,0.33,0.41,0,0,2.4,1,16,27,0.59,17,28,0.61,0,0,0,0,1,28,7,3,32,180.34,70.31,175.26,Orthodox,5.82,4.07,0.58,0,0.56,0.36,0,0,-1,-5,3,-0.23,-6,2,-0.24,2,3,0.66,0,-1,62,1,1,-3,-2.54,0,10.159999999999997,-3.05,0.3499999999999996,-0.2,0.33,-0.15,-0.36,0,2.4
UFC 272,rafael dos anjos,renato moicano,Red,Catch Weight,0,Men,Decision - Unanimous,5,5,300,Marc Goddard,1,149,286,0.52,179,318,0.56,5,15,0.33,0,0,802,32,16,39,172.72,70.31,177.8,Southpaw,3.48,3.21,0.47,0.35,0.6,0.55,0.6,1.95,0,88,172,0.51,99,185,0.54,0,3,0,0,0,30,18,5,34,180.34,70.31,182.88,Orthodox,4.41,3.8,0.47,0.47,0.6,0.72,0.6,1.8,1,61,114,0.01,80,133,0.02,5,12,0.33,0,0,772,14,11,5,-7.62,0,-5.08,-0.93,-0.59,0,-0.12,0,-0.17,0,0.1499999999999999
UFC 270,michel pereira,andre fialho,Red,Welterweight,0,Men,Decision - Unanimous,3,3,300,Mike Beltran,0,107,202,0.52,112,209,0.54,1,4,0.25,0,0,44,30,11,30,185.42,83.91,185.42,Orthodox,5.15,3.71,0.54,0.55,0.58,0.94,0.7,1.55,0,45,135,0.33,48,138,0.35,0,0,0,0,0,45,16,8,29,182.88,77.11,187.96,Orthodox,3.3,6.26,0.41,1,0.45,0.66,0,0.25,0,62,67,0.19,64,71,0.19,1,4,0.25,0,0,-1,14,3,1,2.539999999999992,6.799999999999997,-2.54,1.8500000000000003,-2.55,0.13,-0.45,0.1299999999999999,0.2799999999999999,0.7,1.3
UFC Fight Night,damir ismagulov,guram kutateladze,Red,Lightweight,0,Men,Decision - Split,3,3,300,Herb Dean,0,79,192,0.41,83,197,0.42,0,6,0,0,0,46,24,3,33,177.8,70.31,187.96,Orthodox,3.36,2.44,0.42,0.28,0.61,0.7,0,1,0,78,187,0.41,80,190,0.42,1,7,0.14,0,0,39,12,4,32,180.34,70.31,182.88,Orthodox,4.62,4.53,0.45,0.18,0.56,0.75,0,0.69,0,1,5,0,3,7,0,-1,-1,-0.14,0,0,7,12,-1,1,-2.54,0,5.0800000000000125,-1.26,-2.09,-0.03,0.1,0.05,-0.05,0,0.31
UFC Fight Night,drew dober,bobby green,Red,Lightweight,0,Men,KO/TKO,2,3,165,Keith Peterson,1,34,121,0.28,34,121,0.28,0,1,0,0,0,7,27,13,35,172.72,70.31,177.8,Southpaw,4.34,4.23,0.4,0.18,0.51,0.56,0.1,0.71,0,73,142,0.51,75,145,0.52,0,1,0,0,0,11,31,15,37,177.8,70.31,180.34,Orthodox,6.14,3.74,0.52,0.37,0.62,0.74,0.3,1.2,1,-39,-21,-0.23,-41,-24,-0.24,0,0,0,0,0,-4,-4,-2,-2,-5.08,0,-2.54,-1.8,0.4900000000000002,-0.12,-0.19,-0.11,-0.18,-0.2,-0.49
UFC Fight Night,ji yeon kim,priscila cachoeira,Blue,Women's Flyweight,0,Women,Decision - Unanimous,3,3,300,Keith Peterson,0,170,375,0.45,171,376,0.45,0,0,0,0,0,5,9,7,34,170.18,56.7,182.88,Orthodox,5.37,5.41,0.36,0,0.56,0.5,0.1,0,0,102,218,0.46,102,218,0.47,1,1,1,0,0,27,12,6,35,170.18,56.7,165.1,Orthodox,3.76,7.03,0.44,0.33,0.43,0.65,0,0.15,0,68,157,-0.01,69,158,-0.02,-1,-1,-1,0,0,-22,-3,1,-1,0,0,17.78,1.6100000000000003,-1.62,-0.08,-0.33,0.13,-0.15,0.1,-0.15
UFC Fight Night,yazmin jauregui,iasmin lucindo,Red,Women's Strawweight,0,Women,Decision - Unanimous,3,3,300,Jason Herzog,0,86,218,0.39,87,219,0.4,0,0,0,0,0,13,11,1,25,160.02,52.16,162.56,Orthodox,6.26,5.12,0.38,0,0.55,1,0,0,0,66,181,0.36,66,181,0.36,0,2,0,0,0,34,15,5,22,160.02,52.16,167.64,Orthodox,3.33,3.23,0.39,0.66,0.67,0.66,0.4,2.33,0,20,37,0.03,21,38,0.04,0,-2,0,0,0,-21,-4,-4,3,0,0,-5.08,2.93,1.89,-0.01,-0.66,-0.12,0.3399999999999999,-0.4,-2.33
UFC Fight Night,bill algeo,joanderson brito,Red,Featherweight,0,Men,Decision - Unanimous,3,3,300,Keith Peterson,0,59,118,0.5,112,176,0.64,2,2,1,0,1,302,18,7,34,182.88,65.77,185.42,Switch,6.11,4.41,0.52,0.46,0.47,0.56,0.1,0.89,0,40,104,0.38,46,110,0.42,2,4,0.5,0,0,294,16,3,29,172.72,65.77,182.88,Orthodox,3.32,2.62,0.51,0.75,0.47,0.5,0.8,3.4,0,19,14,0.12,66,66,0.22,0,-2,0.5,0,1,8,2,4,5,10.159999999999997,0,2.539999999999992,2.7900000000000005,1.79,0.01,-0.29,0,0.06,-0.7,-2.51
UFC Fight Night,cory sandhagen,song yadong,Red,Bantamweight,0,Men,TKO - Doctor's Stoppage,4,5,300,Herb Dean,0,94,222,0.42,130,259,0.5,1,14,0.07,0,0,227,17,4,31,180.34,61.23,177.8,Switch,5.33,3.4,0.44,0.33,0.58,0.64,0.3,1.36,0,54,145,0.37,130,224,0.58,2,2,1,0,0,99,21,8,26,172.72,61.23,170.18,Orthodox,4.49,3.96,0.43,0.4,0.55,0.72,0.2,0.66,0,40,77,0.05,0,35,-0.08,-1,12,-0.93,0,0,128,-4,-4,5,7.620000000000003,0,7.620000000000003,0.8399999999999999,-0.56,0.01,-0.07,0.03,-0.08,0.1,0.7000000000000001
UFC 276,brad tavares,dricus du plessis,Blue,Middleweight,0,Men,Decision - Unanimous,3,3,300,Mark Smith,0,82,150,0.54,98,167,0.59,0,1,0,0,0,121,20,10,36,185.42,83.91,187.96,Orthodox,3.38,3.15,0.43,0.26,0.55,0.81,0,0.78,0,113,212,0.53,123,222,0.55,0,7,0,0,0,78,21,2,30,185.42,83.91,193.04,Switch,6.49,4.77,0.5,0.51,0.55,0.4,0.8,3,0,-31,-62,0.01,-25,-55,0.04,0,-6,0,0,0,43,-1,8,6,0,0,-5.08,-3.11,-1.62,-0.07,-0.25,0,0.41,-0.8,-2.22
UFC Fight Night,calvin kattar,josh emmett,Blue,Featherweight,0,Men,Decision - Split,5,5,300,Herb Dean,0,130,375,0.34,131,376,0.35,0,0,0,0,0,0,23,7,36,180.34,65.77,182.88,Orthodox,5.12,7.1,0.39,0.29,0.54,0.91,0.1,0.42,0,107,332,0.32,107,332,0.32,0,4,0,0,0,4,19,4,39,167.64,65.77,177.8,Orthodox,4.04,4.61,0.36,0.37,0.61,0.46,0.1,0.91,0,23,43,0.02,24,44,0.03,0,-4,0,0,0,-4,4,3,-3,12.700000000000015,0,5.079999999999984,1.08,2.4899999999999998,0.03,-0.08,-0.07,0.45,0,-0.49
UFC 271,alexander hernandez,renato moicano,Blue,Lightweight,0,Men,Submission,2,3,83,Mike Beltran,0,37,79,0.46,39,81,0.48,0,1,0,0,0,5,14,7,31,175.26,65.77,182.88,Orthodox,4.63,4.9,0.41,0.31,0.56,0.6,0.1,1.2,0,33,60,0.55,38,65,0.58,2,6,0.33,1,0,103,18,5,34,180.34,70.31,182.88,Orthodox,4.41,3.8,0.47,0.47,0.6,0.72,0.6,1.8,0,4,19,-0.09,1,16,-0.1,-2,-5,-0.33,-1,0,-98,-4,2,-3,-5.08,-4.54,0,0.2199999999999997,1.1000000000000003,-0.06,-0.16,-0.04,-0.12,-0.5,-0.6
UFC Fight Night,julian marquez,gregory rodrigues,Blue,Middleweight,0,Men,KO/TKO,1,3,198,Mike Beltran,0,13,42,0.3,13,42,0.31,0,0,0,0,0,0,9,4,33,187.96,83.91,182.88,Orthodox,4.86,4.99,0.44,0,0.51,0.53,2.6,0,3,49,72,0.68,50,74,0.68,0,0,0,0,0,52,15,5,32,190.5,83.91,190.5,Orthodox,6.08,5.3,0.55,0.45,0.51,1,0.5,2.46,-3,-36,-30,-0.38,-37,-32,-0.37,0,0,0,0,0,-52,-6,-1,1,-2.54,0,-7.62,-1.22,-0.31,-0.11,-0.45,0,-0.47,2.1,-2.46
UFC 271,mana martinez,ronnie lawrence,Blue,Bantamweight,0,Men,Decision - Unanimous,3,3,300,Jacob Montalvo,2,39,78,0.5,105,156,0.67,0,0,0,1,1,8,10,4,28,177.8,61.23,177.8,Orthodox,4.33,4.94,0.48,0.42,0.5,0.25,0.5,0.72,3,46,82,0.56,63,99,0.64,6,7,0.85,0,1,489,8,2,31,172.72,61.23,172.72,Switch,2.78,1.75,0.56,0.77,0.52,0.45,0.2,6.75,-1,-7,-4,-0.06,42,57,0.03,-6,-7,-0.85,1,0,-481,2,2,-3,5.0800000000000125,0,5.0800000000000125,1.5500000000000005,3.1900000000000004,-0.08,-0.35,-0.02,-0.2,0.3,-6.03
UFC Fight Night,armen petrosyan,gregory rodrigues,Red,Middleweight,0,Men,Decision - Split,3,3,300,Jason Herzog,0,127,231,0.54,128,232,0.55,0,0,0,0,0,0,9,3,33,190.5,83.91,180.34,Orthodox,5.69,2.9,0.52,0.33,0.56,0.31,0,0.22,0,61,133,0.45,61,133,0.46,2,3,0.66,2,0,94,15,5,32,190.5,83.91,190.5,Orthodox,6.08,5.3,0.55,0.45,0.51,1,0.5,2.46,0,66,98,0.09,67,99,0.09,-2,-3,-0.66,-2,0,-94,-6,-2,1,0,0,-10.16,-0.39,-2.4,-0.03,-0.12,0.05,-0.69,-0.5,-2.24
UFC Fight Night,chidi njokuani,gregory rodrigues,Blue,Middleweight,0,Men,KO/TKO,2,3,87,Mark Smith,0,44,65,0.67,47,68,0.69,0,0,0,0,0,100,22,10,35,190.5,77.11,203.2,Orthodox,4.04,3.19,0.6,0,0.53,0.67,0.3,0,1,48,90,0.53,60,102,0.59,1,3,0.33,0,0,74,15,5,32,190.5,83.91,190.5,Orthodox,6.08,5.3,0.55,0.45,0.51,1,0.5,2.46,-1,-4,-25,0.14,-13,-34,0.1,-1,-3,-0.33,0,0,26,7,5,3,0,-6.8,12.699999999999989,-2.04,-2.11,0.05,-0.45,0.02,-0.33,-0.2,-2.46
UFC 279,nate diaz,tony ferguson,Red,Welterweight,0,Men,Submission,4,5,172,Marc Goddard,0,101,217,0.46,101,217,0.47,0,0,0,1,0,0,22,13,38,182.88,77.11,193.04,Southpaw,4.57,3.77,0.45,0.3,0.52,0.41,1.3,1.05,0,80,172,0.46,80,172,0.47,1,3,0.33,0,0,8,26,10,40,180.34,70.31,193.04,Orthodox,4.94,4.41,0.45,0.35,0.55,0.67,0.9,0.39,0,21,45,0,21,45,0,-1,-3,-0.33,1,0,-8,-4,3,-2,2.539999999999992,6.799999999999997,0,-0.37,-0.64,0,-0.05,-0.03,-0.26,0.4,0.66
UFC Fight Night,alex pereira,bruno silva,Red,Middleweight,0,Men,Decision - Unanimous,3,3,300,Mark Smith,0,108,179,0.6,165,239,0.69,0,0,0,0,0,77,9,2,36,193.04,92.99,200.66,Orthodox,5,3.65,0.62,1,0.5,0.7,0.4,0.19,0,59,147,0.4,72,160,0.45,2,8,0.25,0,0,195,23,10,34,182.88,83.91,187.96,Orthodox,4.43,5.33,0.51,0.27,0.43,0.73,0,1.09,0,49,32,0.1999999999999999,93,79,0.2399999999999999,-2,-8,-0.25,0,0,-118,-14,-8,2,10.159999999999997,9.079999999999998,12.699999999999989,0.5700000000000003,-1.68,0.1099999999999999,0.73,0.07,-0.03,0.4,-0.9
UFC Fight Night,shane burgos,charles jourdain,Red,Featherweight,0,Men,Decision - Majority,3,3,300,Keith Peterson,0,42,80,0.52,67,116,0.58,2,7,0.28,3,0,385,15,3,33,180.34,65.77,190.5,Orthodox,7.4,6.78,0.52,0.44,0.56,0.91,0.4,0.43,0,113,188,0.6,161,241,0.67,0,1,0,0,0,128,15,7,28,175.26,65.77,175.26,Switch,5.56,4.31,0.48,0.1,0.57,0.48,0.6,0.09,0,-71,-108,-0.08,-94,-125,-0.09,2,6,0.28,3,0,257,0,-4,5,5.0800000000000125,0,15.240000000000007,1.8400000000000007,2.4700000000000006,0.04,0.3399999999999999,-0.01,0.43,-0.2,0.3399999999999999
UFC 280,beneil dariush,mateusz gamrot,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Daniel Movahedi,1,59,130,0.45,67,138,0.49,0,0,0,0,0,34,22,6,34,177.8,70.31,182.88,Southpaw,3.78,2.65,0.48,0.34,0.57,0.8,0.9,1.9,0,33,81,0.4,38,86,0.44,4,19,0.21,0,0,127,24,2,33,177.8,70.31,177.8,Southpaw,3.09,3.07,0.51,0.35,0.59,0.9,0.1,5.28,1,26,49,0.05,29,52,0.05,-4,-19,-0.21,0,0,-93,-2,4,1,0,0,5.079999999999984,0.69,-0.42,-0.03,-0.01,-0.02,-0.1,0.8,-3.38
UFC Fight Night,michael johnson,jamie mullarkey,Blue,Lightweight,0,Men,Decision - Split,3,3,300,Herb Dean,1,66,190,0.34,68,194,0.35,0,2,0,0,0,37,23,19,37,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0,0.62,0,96,217,0.44,96,218,0.44,0,2,0,0,0,17,17,7,29,182.88,70.31,187.96,Orthodox,4.46,4.49,0.46,0.34,0.54,0.76,0.1,2.42,1,-30,-27,-0.1,-28,-24,-0.09,0,0,0,0,0,20,6,12,8,-5.08,0,-2.54,-0.19,-0.66,-0.07,0.07,0.03,0.05,-0.1,-1.8
UFC 270,jack della maddalena,pete rodriguez,Red,Welterweight,0,Men,KO/TKO,1,3,179,Frank Trigg,1,43,81,0.53,43,81,0.53,0,0,0,0,0,1,17,2,27,180.34,77.11,185.42,Switch,6.74,4.27,0.53,0.16,0.66,0.7,0.2,0.21,0,25,69,0.36,25,69,0.36,0,0,0,0,0,0,5,2,27,175.26,77.11,180.34,Switch,9.28,12.83,0.43,0,0.42,1,0,0,1,18,12,0.17,18,12,0.17,0,0,0,0,0,1,12,0,0,5.0800000000000125,0,5.079999999999984,-2.54,-8.56,0.1,0.16,0.24,-0.3,0.2,0.21
UFC Fight Night,rongzhu,ignacio bahamondes,Blue,Lightweight,0,Men,Submission,3,3,100,Keith Peterson,0,48,129,0.37,49,130,0.38,1,4,0.25,0,0,20,25,5,24,175.26,70.31,182.88,Orthodox,5.47,5.6,0.5,0.62,0.45,0.85,0.2,2.09,0,126,194,0.64,133,204,0.65,0,0,0,2,0,81,14,5,26,190.5,70.31,190.5,Orthodox,6.97,4.36,0.46,0,0.57,0.85,0.4,0,0,-78,-65,-0.27,-84,-74,-0.27,1,4,0.25,-2,0,-61,11,0,-2,-15.24,0,-7.62,-1.5,1.239999999999999,0.04,0.62,-0.12,0,-0.2,2.09
